USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,Party
1275,,Male,,,,No,No,No,No,Yes,Yes,Private,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,,,No,Yes,,,,,,No,Yes,Yes,Yes,,No,No,Yes,Yes,Rent,,,,,,,Nope,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Republican
3722,1967,Male,"over $150,000",Domestic Partners (no kids),Doctoral Degree,Yes,No,,,Yes,Yes,Public,,,,,,Yes,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,,Yes,No,Yes,A.M.,Yes,End,Yes,No,Me,Yes,Yes,No,No,No,TMI,Yes,Yes,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Yes!,Yes,Socialize,Yes,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Own,Optimist,Dad,Yes,No,No,No,Check!,No,No,No,No,Yes,Yes,Only-child,Yes,Yes,Yes,Republican
1194,1969,Female,"$50,000 - $74,999",Married (w/kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,P.M.,Yes,,Yes,Yes,Circumstances,,No,Yes,No,No,,,,,,Yes,,,,,,,,,,,,No,,,Online,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
3600,1993,Female,"under $25,000",Married (w/kids),Current Undergraduate,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Giving,,,,,,,,,,,,,,,Yes,Start,Yes,No,,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,,No,,No,Online,No,No,Yes,Yes,Grrr people,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Democrat
3761,1969,Male,"over $150,000",Married (w/kids),High School Diploma,,,,,,,,,,,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,No,No,Yes,TMI,Yes,Yes,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,Yes,Cautious,Yes,Yes!,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Own,Optimist,Mom,Yes,Yes,,,,,No,No,No,,Yes,Yes,Yes,Yes,No,Democrat
3754,1975,Male,,Married (w/kids),,,,No,Yes,No,Yes,Private,No,Yes,No,No,Yes,No,,Science,Study first,No,No,No,No,Giving,Yes,No,Idealist,Yes,Yes,Hot headed,Standard hours,Yes,Happy,No,Yes,Yes,Yes,P.M.,No,End,No,Yes,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,Yes,Yes,Talk,Technology,No,Yes,Yes,No,No,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Own,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Republican
6851,1983,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,,,,,,,,,,,Yes,No,,Yes,Science,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
4157,2001,Male,"under $25,000",Single (no kids),Current K-12,No,Yes,No,No,No,No,Public,No,No,No,Yes,Yes,,Yes,Art,Try first,Yes,Yes,No,Yes,Receiving,No,Yes,,No,No,Hot headed,Standard hours,Yes,Happy,No,No,No,,P.M.,Yes,Start,Yes,No,,Yes,Yes,No,No,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,No,No,Yes,Grrr people,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Own,Optimist,Mom,No,Yes,No,,Nope,Yes,,Yes,Yes,,Yes,Yes,No,Yes,Yes,Democrat
2492,1950,Male,"$50,000 - $74,999",Married (no kids),,,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,Yes,No,Art,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Right,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,TMI,No,Yes,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Own,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Republican
2676,1980,Female,"$100,001 - $150,000",Married (no kids),Associate's Degree,,Yes,No,No,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2436,1985,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,Yes,Yes,No,No,No,Yes,Private,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Right,No,Yes,Yes,Yes,A.M.,No,End,No,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,Yes,Talk,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Check!,Yes,No,No,No,No,No,Only-child,No,No,Yes,Democrat
2912,1980,Female,"$50,000 - $74,999",Married (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,Yes,TMI,No,,,,,Yes,Yes,No,No,Demanding,No,PC,Yes,,,,,,No,Online,No,,,Yes,Yay people!,No,No,No,Yes,,,No,Yes,Yes,No,No,No,Rent,Pessimist,Dad,Yes,Yes,Yes,,,,,,,,,,,,,Democrat
5708,1971,Female,"over $150,000",Married (w/kids),Bachelor's Degree,,,No,,No,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,No,Start,Yes,No,Me,No,No,No,Yes,Yes,TMI,Yes,Yes,Talk,Technology,No,No,Yes,No,Yes,Supportive,Yes,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Republican
911,1989,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,No,Yes,No,Yes,No,No,Private,No,Yes,No,No,No,Yes,Yes,Science,Try first,No,No,No,No,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,No,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,No,No,No,No,No,Yes,No,No,No,No,No,No,Rent,Pessimist,Dad,No,Yes,No,No,Nope,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Democrat
384,1961,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,No,Yes,TMI,No,No,Talk,People,No,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,Yes,,,,,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Democrat
1792,1996,Male,"$50,000 - $74,999",Single (no kids),Current K-12,No,Yes,No,No,Yes,No,Public,Yes,Yes,No,No,Yes,Yes,No,Science,Study first,Yes,No,Yes,Yes,Receiving,,Yes,,No,Yes,Cool headed,Standard hours,No,Right,No,No,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,,Yes,No,No,,Mysterious,No,No,Tunes,People,No,Yes,Yes,,No,Demanding,No,Mac,No,Risk-friendly,,Umm...,Yes,Space,No,In-person,No,No,,Yes,Grrr people,Yes,No,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,No,No,No,Yes,No,No,Yes,,No,No,Republican
1854,1964,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,,,,,,,,,,,Yes,No,No,Yes,Art,Study first,No,Yes,No,No,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,Yes,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Own,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,No,Democrat
3297,1981,Female,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,,No,No,Yes,No,No,Public,Yes,No,,,,,,,,,,,,,,No,Idealist,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,,Risk-friendly,,Yes!,No,Space,No,In-person,Yes,,,,,,,,,,,,Yes,No,No,No,Yes,Rent,Optimist,Mom,No,Yes,,,,,,,,,,,,,,Democrat
3581,1964,Female,"under $25,000",Single (w/kids),,,,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,,Art,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Odd hours,Yes,Happy,,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,Umm...,Yes,Space,No,In-person,Yes,Yes,No,No,Grrr people,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Rent,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Republican
1137,1998,Male,"under $25,000",Single (no kids),Current K-12,No,No,No,No,Yes,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Try first,Yes,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Republican
5811,1989,Female,"$25,001 - $50,000",Domestic Partners (no kids),High School Diploma,,Yes,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,Yes,Yes,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Democrat
880,1994,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,,,Yes,No,No,Yes,Public,No,Yes,No,No,No,,,,,No,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,,,,,,,,,Talk,Technology,No,,,,Yes,Supportive,Yes,Mac,No,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Rent,Optimist,Mom,No,Yes,No,Yes,Nope,No,No,No,No,No,No,Yes,Yes,No,Yes,Democrat
6427,1991,Female,"$100,001 - $150,000",Single (no kids),Current Undergraduate,No,No,No,No,,,,,Yes,Yes,Yes,No,Yes,,Science,Study first,Yes,No,,No,Receiving,Yes,No,Pragmatist,,No,Cool headed,,,,,Yes,,No,,No,End,,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
6139,1994,Male,"under $25,000",Single (no kids),Current Undergraduate,,,,,,,,No,Yes,No,Yes,No,Yes,No,Science,Try first,No,Yes,No,No,Receiving,No,Yes,Pragmatist,Yes,Yes,,Standard hours,No,Happy,No,Yes,No,No,P.M.,No,End,Yes,Yes,Circumstances,Yes,Yes,Yes,No,No,TMI,No,Yes,Tunes,Technology,No,,,,,,,,,Risk-friendly,,Yes!,Yes,Space,No,In-person,Yes,No,Yes,No,Grrr people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
3445,1995,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,No,No,No,No,No,Yes,Public,No,No,No,Yes,Yes,No,Yes,Art,Study first,Yes,No,Yes,Yes,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,No,No,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,No,Supportive,No,Mac,No,Cautious,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Mom,No,No,No,Yes,Nope,No,No,No,No,Yes,No,Yes,No,No,No,Democrat
2012,1944,Male,"$75,000 - $100,000",Single (w/kids),Associate's Degree,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,Yes,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,No,Yes,Yes,No,,Yes,End,Yes,Yes,Me,No,No,Yes,No,No,Mysterious,No,No,Talk,Technology,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,Yes,Yes,Yes,No,Check!,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Democrat
5513,1979,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,,No,No,Yes,Yes,No,Public,No,No,No,Yes,No,No,Yes,Art,Try first,No,Yes,No,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,No,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,Yes,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Democrat
1013,1975,Male,"over $150,000",Single (no kids),Master's Degree,,No,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,Yes,TMI,Yes,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,,No,,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Own,,,Yes,,,,Nope,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Democrat
5091,,,,Single (no kids),Doctoral Degree,,,,,,,,,,,Yes,,Yes,Yes,,Study first,Yes,Yes,Yes,Yes,Receiving,,,,,,Cool headed,,,Happy,,Yes,,Yes,,Yes,Start,Yes,No,Me,Yes,No,No,Yes,,Mysterious,,,,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
1678,1972,Male,"$50,000 - $74,999",Married (w/kids),,No,Yes,No,Yes,Yes,Yes,Public,No,No,No,Yes,No,No,Yes,Art,Study first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,A.M.,No,End,Yes,Yes,Circumstances,Yes,Yes,Yes,Yes,Yes,Mysterious,No,Yes,Talk,Technology,Yes,No,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Republican
6258,1997,Male,,,Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,PC,Yes,,,Yes!,,Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1051,1969,Female,"over $150,000",Married (no kids),High School Diploma,,No,,Yes,No,No,Public,No,Yes,No,,Yes,No,,,Try first,No,No,,,Giving,,Yes,,,,Cool headed,Odd hours,No,,,Yes,Yes,,A.M.,Yes,End,Yes,,Circumstances,Yes,,No,Yes,Yes,,,,Talk,,,,,,No,,,,Yes,,No,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,,No,Own,Optimist,,,Yes,Yes,,Check!,Yes,No,No,Yes,,No,Yes,,Yes,No,Democrat
4170,1984,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,No,End,Yes,No,Me,Yes,No,No,No,No,Mysterious,No,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Rent,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Democrat
1244,1991,Female,"$50,000 - $74,999",Domestic Partners (w/kids),Associate's Degree,Yes,,No,Yes,,,Private,,,,,,,,Art,Study first,,,No,,,No,,,,,,,,Happy,Yes,Yes,Yes,,A.M.,Yes,End,Yes,,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,,,,,,,No,Supportive,No,Mac,,,,Yes!,No,Socialize,No,Online,No,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Republican
6365,1975,Male,"$75,000 - $100,000",Single (no kids),Doctoral Degree,,,,,,,,,,,,,,,,,,,,,,,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Right,No,Yes,Yes,Yes,P.M.,Yes,Start,No,Yes,Circumstances,No,Yes,Yes,No,No,TMI,Yes,Yes,Tunes,Technology,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
4916,1993,Male,"under $25,000",Single (no kids),Current K-12,No,Yes,,No,No,Yes,Public,No,No,Yes,No,No,Yes,Yes,Science,Study first,No,Yes,No,No,Receiving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,No,Yes,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,,Demanding,No,PC,,Cautious,No,Umm...,Yes,Space,Yes,Online,,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,No,No,No,No,Yes,No,Yes,No,No,,Republican
5714,2000,Female,"under $25,000",Single (no kids),Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac,No,Risk-friendly,No,,No,,No,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
4392,1990,Male,"over $150,000",Single (no kids),Bachelor's Degree,No,Yes,No,No,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,No,No,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,No,Yes!,Yes,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Rent,Optimist,Dad,No,No,Yes,Yes,Check!,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Republican
24,1982,Female,"$25,001 - $50,000",Single (no kids),Master's Degree,Yes,No,No,Yes,No,Yes,Public,No,Yes,Yes,Yes,No,Yes,Yes,Science,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,TMI,No,Yes,Tunes,People,,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Democrat
2026,1979,Female,"under $25,000",Single (no kids),High School Diploma,,No,No,No,No,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,,Yes,No,No,No,Giving,Yes,Yes,,,No,,,No,,Yes,Yes,No,,P.M.,Yes,End,Yes,No,Me,Yes,Yes,No,,Yes,,Yes,No,Tunes,Technology,,Yes,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,No,Yes,No,Grrr people,No,No,No,No,Yes,Yes,No,No,,Yes,No,No,Rent,,,,Yes,Yes,No,Check!,Yes,No,No,No,,No,Yes,No,,No,Republican
2068,1998,Male,,Single (no kids),Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Cautious,No,,No,,,In-person,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
619,1990,Female,"$25,001 - $50,000",Single (no kids),Master's Degree,,Yes,No,Yes,No,No,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,No,No,Me,No,No,Yes,,Yes,Mysterious,No,No,Talk,Technology,Yes,Yes,Yes,,,Supportive,No,,No,Cautious,Yes,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Rent,,,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Democrat
3957,1968,Female,"$50,000 - $74,999",Domestic Partners (w/kids),,,,No,,,,,No,Yes,No,,,,,,,,,Yes,,Giving,,,Idealist,Yes,Yes,,,,,,No,,,,,,,,,,Yes,Yes,Yes,Yes,TMI,No,No,Talk,Technology,Yes,,,,,Demanding,Yes,,Yes,Cautious,No,Yes!,,Space,,,,,Yes,Yes,Grrr people,No,,,,Yes,Yes,Yes,Yes,No,Yes,No,No,Own,,,No,,,Yes,Check!,Yes,,No,,Yes,No,Yes,Yes,Yes,No,Democrat
5582,1995,Male,,,Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,No,No,Me,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nope,Yes,No,No,No,No,Yes,Yes,Yes,No,,Democrat
